t,ax,ay,az,gx,gy,gz
5.435399293899536,11942,19884,1099,29965,-31274,13161
5.447338342666626,7923,18330,205,20922,-28327,12668
5.459271192550659,-2773,16267,-2609,9868,-29126,10718
5.471172571182251,2797,3070,-5498,3262,-32768,17
5.483102083206177,12648,-531,-4872,9738,-32768,2073
5.495056390762329,7262,18909,-4820,13957,-32768,12889
5.507018089294434,8711,17613,-5637,1722,-32768,6575
5.518942594528198,11018,9639,-6866,-7257,-32404,890
5.530848503112793,10517,8319,-7327,-8888,-26463,5253
5.542788982391357,5380,11585,-7158,-9062,-18612,8723
5.554725885391235,4786,12400,-7705,-17323,-22563,2741
5.566659688949585,7037,8607,-8692,-17029,-23260,-1764
5.578592777252197,5024,7647,-8618,-13500,-19372,445
5.590542554855347,1557,9640,-9224,-9868,-16729,1361
5.602478265762329,2261,12464,-9209,-9842,-18381,-2693
5.614412069320679,5894,11508,-8155,-12047,-18881,-8057
5.62634539604187,1505,11029,-7620,-16467,-10000,-7974
5.638281345367432,5531,13665,-7755,-16778,-10700,-4093
5.650245666503906,13149,10165,-5572,-18089,-3973,-6417
5.6621856689453125,9653,12316,-3614,-12010,9224,-16073
5.674119234085083,4752,14848,-4318,-7231,15102,7
5.686047792434692,10840,8120,-6638,4765,16032,-18979
5.697981595993042,13125,7490,-6871,14029,25901,-9181
5.709885120391846,10595,10405,-8686,21117,32767,5411
5.7218146324157715,5238,11639,-10079,27742,32767,5344
5.734297513961792,585,14312,-11909,32767,32611,-4498
5.7462944984436035,-6470,17566,-10958,32674,26648,-7781
5.758248329162598,-3942,23687,-11218,32667,12261,-1003
5.770242214202881,1509,29032,-8551,27472,-579,-9207
5.78217887878418,5132,28682,-7226,15036,-8006,-17459
5.794116497039795,7141,24495,-8691,4145,-10741,-18684
5.806048631668091,8039,15610,-8658,-801,-5525,-19707
5.817952394485474,6264,16821,-8694,2297,-2503,-18862
5.829883098602295,5180,19075,-9262,2954,-566,-19092
5.84184455871582,4343,17204,-10869,650,484,-26742
5.853785753250122,3602,13193,-11421,-1598,734,-32240
5.865722179412842,2968,10826,-11780,-2162,266,-28715
5.877628564834595,3267,13368,-11052,1221,-2015,-16219
5.889564752578735,6732,17367,-10851,-1045,-2367,-5580
5.901504039764404,8232,15496,-8756,-5336,2518,-13615
5.913441181182861,2374,11687,-6175,-6118,10232,-15339
5.925386190414429,-4779,10017,-9276,-920,13205,-7958
5.937309741973877,-12135,25453,-7119,-1659,-2510,-4432
5.9492926597595215,-1553,22512,-6816,-7966,-17805,-20973
5.961236953735352,8764,19428,-5873,-10601,-17552,-21080
5.97317361831665,7401,21424,-6910,-11014,-2300,-16670
5.985076904296875,-1404,24606,-9123,-17099,8940,-14819
5.9970173835754395,-2565,18386,-10920,-28082,-4939,-11046
6.008952856063843,4690,11830,-9051,-28474,-8204,-11251
6.02087926864624,4191,12501,-9093,-23639,-296,-13574
6.032809257507324,486,22861,-10308,-21916,5799,-7098
6.04471755027771,-1356,25375,-10557,-25715,4672,-6241
6.056692600250244,1437,25130,-8181,-30471,1933,-5378
6.068626642227173,-1304,22405,-7745,-32768,7229,-11564
6.080672264099121,-3076,29266,-9680,-32717,7475,-10941
6.092610120773315,-2783,24119,-8094,-32768,4092,-18823
6.104512929916382,-2267,15474,-7229,-32768,1780,-17800
6.116442680358887,194,18673,-8981,-32767,1623,-7607
6.128372669219971,4701,25465,-9354,-32768,5967,-5786
6.140304803848267,15,13143,-2149,-32768,8510,-8619
6.152230501174927,-5575,-329,7266,-32768,3191,-8782
6.164150953292847,-6431,7962,6088,-32768,-7257,4103
6.176079750061035,-5631,19501,1083,-32768,-13766,3898
6.188024282455444,-10912,12663,-3714,-32768,-21207,-9449
6.199960231781006,-7257,17447,-5170,-32768,-23572,6166
6.211894989013672,-984,14010,-2963,-32768,-22413,-2729
6.2238054275512695,-2426,2175,65,-32768,-13860,-10930
6.235747814178467,-5807,-2681,4342,-32768,-11305,-9387
6.247687339782715,-1159,2986,5063,-31392,-16041,896
6.2596435546875,6369,5488,9719,-29274,-7422,5332
6.271573066711426,2108,5560,10888,-29093,3931,10634
6.283533573150635,-3280,7467,9539,-30058,10562,14530
6.295444965362549,-5767,8165,9393,-32468,11254,17480
6.307382345199585,-4816,5519,9316,-32768,9562,18059
6.319296360015869,-5612,-297,9174,-32756,11194,22968
6.331233978271484,-13318,1623,15360,-32768,9498,26580
6.343172073364258,-15674,-2193,12224,-32768,-4533,19505
6.35511326789856,20071,11044,9262,-32419,-25917,19125
6.36706805229187,26642,12521,14648,-32726,16783,30505
6.379000186920166,-24403,2474,3454,-32763,32523,32767
6.390906095504761,-21383,-1378,3321,-32766,31735,31508
6.402839660644531,-14739,-11354,3320,-32768,21658,21497
6.414774179458618,-3921,-10027,9417,-32768,9677,22095
6.426698207855225,2518,5929,11416,-32768,17237,32565
6.438636302947998,-1810,11893,8055,-32768,31627,29153
6.450587272644043,-23970,-13507,2065,-32768,32198,10223
6.462521553039551,-26791,-18652,2115,-32768,22924,14809
6.474647521972656,-21391,-17476,3985,-32768,6665,14995
6.486925363540649,-12135,-14104,8420,-32768,-4888,8518
6.499167442321777,-3969,-7277,9931,-32768,3166,10081
6.511228322982788,-11200,-5288,6619,-32374,13682,9515
6.523166179656982,-17653,-10977,3182,-28120,16013,3512
6.535094976425171,-18214,-16879,2147,-21322,8644,-4145
6.547020196914673,-17057,-17025,2898,-12950,2796,-179
6.55893349647522,-15356,-13718,4959,-5763,-1440,1891
6.570901870727539,-12186,-7526,3532,-4258,-2608,-688
6.582836866378784,-17061,-10833,2684,-9654,-1137,1110
6.5947699546813965,-18535,-11695,2106,-12187,-7573,8539
6.6067047119140625,-16257,-10270,4224,-15349,-16422,11122
6.618612766265869,-13380,-12371,6832,-18886,-22064,9387
6.630597352981567,-16192,-20962,2562,-13970,-20347,9291
6.642540454864502,-17611,-18144,4918,-8760,-23733,15360
6.654486656188965,-16523,-14694,6147,-8030,-29239,15279
6.6664159297943115,-15550,-17052,5101,-10682,-32624,10529
6.678392648696899,-14886,-22057,5330,-9917,-32768,7303
6.690314292907715,-11008,-16993,6618,7526,-32759,4944
6.702253580093384,-11635,-14998,5775,12399,-32768,-1895
6.714193105697632,-10941,-11360,7223,12939,-32768,-1876
6.726122856140137,-10921,-14419,6988,9605,-32768,-5909
6.7381486892700195,-9427,-16963,8038,9613,-32768,-6493
6.750161647796631,-6880,-15209,7776,10354,-32768,-6559
6.762110948562622,-3873,-25458,7560,13298,-32679,-9214
6.7740418910980225,-2838,-26855,9403,25348,-27560,7434
6.78594970703125,-6212,-17413,7678,32767,-19395,24299
6.797865390777588,-9161,-8323,10200,32767,-19379,25434
6.809798002243042,-12924,-2143,11236,26608,-25928,14105
6.821734189987183,-1756,-14442,1893,17705,-32768,-26659
6.8336687088012695,5191,-13411,8767,28847,-32646,-21774
6.845608472824097,675,-14703,8675,32767,-31317,-2897
6.857547283172607,-5373,-17090,6636,32767,-26888,10127
6.86948037147522,-7719,-16354,3466,32666,-27398,7977
6.881434917449951,-6167,-22445,-865,32767,-32768,8381
6.893340826034546,-2488,-11625,-324,32765,-32768,31496
6.905277490615845,12008,22832,3438,32767,-32733,31845
6.91720724105835,21508,32767,12383,32767,-32403,10278
6.92913556098938,7170,17292,10113,28387,-29582,6135
6.941073894500732,2470,10728,4937,23873,-32552,14108
6.952988147735596,10440,-6132,1635,15063,-32716,-808
6.965037822723389,10915,-15392,-1282,18359,-30226,9843
6.977063417434692,-4670,-16011,-4417,25866,-18419,21481
6.98903226852417,-6963,-3944,-6943,32767,-21117,9981
7.000986099243164,4353,1494,1948,32767,-31631,-19979
7.012902021408081,28736,28537,-9693,32762,-32638,22479
7.024842023849487,26502,32767,-3605,32376,-32721,32767
7.03678822517395,25759,26749,-513,13882,-32768,24007
7.048753976821899,20627,10731,2157,-12014,-30723,222
7.060698509216309,4185,286,3773,-12496,-14942,-16630
7.072610378265381,-13453,11824,-6199,14355,-21883,-28684
7.084554672241211,-5680,13785,-9992,21241,-32768,-32768
7.096537828445435,8211,16746,-8484,25323,-32768,-32768
7.108477592468262,16211,16828,-5105,23284,-32526,-32666
7.120411396026611,24018,24166,-10889,22386,-32768,-29531
7.132314443588257,32767,30799,-8627,7392,-32198,-32528
7.144256114959717,29480,27429,-1490,-626,-19214,-26292
7.156245708465576,17641,21090,1763,-8178,-2273,-31227
7.168198823928833,8818,16064,1490,-12408,952,-32768
7.1801581382751465,9967,10253,1972,-10350,-7554,-30912
7.192084074020386,10072,13209,-1566,-2120,-7262,-25824
7.204045534133911,1808,15274,-8192,1368,-5685,-30138
7.21598219871521,4324,17012,-6879,1526,-8181,-32663
7.227914810180664,2309,11447,-3491,1811,-7738,-32768
7.239834785461426,1025,15023,-3164,6196,-12379,-31474
7.251754522323608,2413,22797,-2476,7237,-17152,-29243
7.2636988162994385,2731,24498,1481,2032,-14850,-30422
7.275624990463257,-3612,23886,461,-1678,-11504,-30118
7.287555456161499,-3481,22693,-164,-4516,-14212,-27726
7.299472332000732,132,23640,-1258,-6677,-16034,-23181
7.3114495277404785,447,23160,-6475,-8389,-16563,-22033
7.3233866691589355,-909,22677,-5743,-16643,-17077,-13785
7.335320234298706,4,19410,-7124,-19259,-18964,-10728
7.347259759902954,18490,17390,-10811,-20841,-18981,-4112
7.359196424484253,-6499,4412,-14952,-19262,-1211,7675
7.371100425720215,-8397,18742,-2391,-9491,-15632,3179
7.383033752441406,4929,25009,1252,-11161,-18918,-3105
7.394971132278442,2900,17814,-5373,-23710,-20230,-8285
7.406905651092529,6821,17172,-3494,-20340,-17205,-7706
7.418869733810425,1842,15959,-4641,-15123,-8509,-11786
7.430788278579712,-2937,19624,-4147,-11215,-6440,-12771
7.442716121673584,-3266,19159,-3534,-13185,-11009,-13131
7.454670190811157,3789,19638,-2680,-11813,-13571,-13234
7.46660041809082,-1443,19360,-2073,-12544,-7625,-14546
7.4785425662994385,-1716,17256,-3186,-13394,-10296,-11268
7.4904491901397705,-1627,17704,-3586,-13054,-10910,-9492
7.502424478530884,-4450,15986,-3058,-13830,-9643,-12293
7.5143938064575195,-5835,18357,-1375,-12152,-12614,-18156
7.5263566970825195,-6511,19041,1346,-13850,-13729,-14339
7.538305282592773,-7788,20154,1814,-15343,-16261,-11012
7.550234079360962,-6266,19692,1382,-16856,-19111,-11021
7.562175035476685,-4851,18622,1177,-18599,-18330,-13623
7.574105262756348,-10122,15810,44,-20218,-14987,-16822
7.5860435962677,-11403,13191,-993,-18099,-26142,-20347
7.597959280014038,-9956,10573,356,-17999,-31214,-17417
7.6098692417144775,-7605,8332,856,-14611,-32768,-13750
7.621803045272827,-4824,12153,454,-11926,-32768,-8628
7.63377046585083,-4497,11484,717,-14335,-32728,-5405
7.645709753036499,-4993,6724,2604,-11215,-32768,-9754
7.6576550006866455,-4706,6630,2342,-10067,-32767,-7508
7.66956639289856,-3526,4664,3240,-8303,-32768,-13443
7.681491374969482,-2997,2606,4260,-4696,-32716,-18821
7.693427562713623,-708,1735,5978,-1139,-32674,-20242
7.705344915390015,-512,5141,9110,6191,-26244,-11284
7.7172768115997314,-1950,8654,9046,7560,-24909,-5905
7.7291786670684814,-439,11023,8601,6264,-25913,-3717
7.741215229034424,-484,11293,7797,4999,-25934,-3973
7.75323224067688,-793,11992,7035,4477,-26415,-2832
7.76517915725708,2628,10091,6083,2580,-28812,119
7.777109146118164,4686,11885,6417,3156,-26477,7649
7.789012908935547,4561,12078,7446,1835,-22617,9455
7.800948619842529,5694,12037,8095,229,-19916,11828
7.812885284423828,4861,12632,7676,-2186,-17089,16957
7.824822187423706,6164,13757,7177,-4112,-15507,19297
7.836800575256348,7376,16799,4867,-11208,-9391,29457
7.848764657974243,5870,13474,3396,-16675,-5208,32767
7.860704183578491,7341,11796,3306,-20080,-2143,32767
7.872636795043945,9495,14919,4850,-24329,1395,32707
7.884570837020874,9627,10503,7205,-30603,8810,32767
7.896500587463379,1903,370,9419,-32735,13233,32767
7.908400297164917,8106,2691,12531,-31213,5977,32767
7.9203269481658936,14916,6101,13593,-31151,3409,32767
7.932260274887085,18329,7797,13675,-32768,8004,32767
7.94420313835144,17120,5494,12203,-32768,17088,32767
7.95613169670105,16187,-6007,13460,-32768,32767,32767
7.968036890029907,5251,-5422,14418,-32768,32767,32767
7.979957103729248,5510,-3539,15167,-32767,32635,32767
7.991896867752075,-2580,-8424,12442,-32768,32766,32767
8.003829717636108,-2479,-12296,15012,-32768,32767,32767
8.015764474868774,3234,-9016,14343,-32768,32765,32767
8.027665138244629,-14165,-8664,7258,-32768,32430,32767
8.039602756500244,-14587,-10597,4507,-32768,25381,32767
8.051593780517578,-12325,-19404,3430,-32768,17991,32423
8.063530921936035,-15460,-13717,-715,-32768,15401,24301
8.07546854019165,-17770,-13535,-3600,-32768,5798,27131
8.08737063407898,-4932,-32516,3444,-32768,-5731,17202
8.099302530288696,1204,-29262,6991,-29111,-2263,5205
8.111235857009888,4106,-22885,7661,-4610,8714,-4727
8.123167514801025,21,-16160,3898,14514,25130,-3410
8.135100841522217,-11692,-14946,-419,20075,32767,-8813
8.147042036056519,-12668,-16186,2826,15057,19364,-5088
8.158989191055298,-11128,-18890,4814,9864,13515,-1152
8.17095136642456,-10150,-20236,4037,10373,10740,2598
8.182893991470337,-8093,-15759,5394,15776,8257,11501
8.194792985916138,-5307,-11100,7802,17356,10292,15938
8.206729650497437,-9344,-13753,6986,14615,18301,21735
8.218687057495117,-19182,-16301,4952,11401,6647,32767
8.230630159378052,-12387,-19692,4541,11883,-2786,32680
8.242573738098145,-10270,-24109,3275,19608,-49,32722
8.254479169845581,-13770,-18906,2728,30842,2905,32767
8.266423225402832,-14890,-10420,3042,32767,-891,32767
8.278359413146973,-11785,-4066,3647,19820,-10833,32767
8.290299415588379,-17453,-3536,1713,10830,-11560,32767
8.30223798751831,-18833,-7734,-1450,7298,-23295,27439
8.314140319824219,-1243,-10871,2378,12454,-32768,18198
8.326077938079834,5519,-9446,7565,21550,-22269,24052
8.33802580833435,-20013,-2647,-558,25400,-3404,32767
8.349971055984497,-13019,-7481,315,20175,-21114,26694
8.361908912658691,-7103,-10122,1927,21263,-22688,21181
8.37380862236023,-10042,-6496,604,26124,-16255,23093
8.385741472244263,-10409,-4569,-202,28288,-16038,17586
8.397659301757812,-8292,-338,1301,29978,-16379,13688
8.409595251083374,-6191,10229,3683,30172,-12688,8078
8.421528577804565,-6145,9542,4879,29345,-10385,5530
8.433430910110474,-8784,7950,4556,29332,-6662,8690
8.445386171340942,-15835,4581,2139,29909,-4755,10790
8.457329034805298,-18243,1169,-645,31893,-10439,11474
8.469265699386597,-1830,-1979,3968,32767,-17047,-5936
8.48120903968811,2278,3585,-886,32744,-8478,-11053
8.493110656738281,-2990,12060,-4854,32767,2375,-4912
8.505082368850708,-8416,15312,-4096,32767,6300,-6145
8.517044305801392,-13650,17370,-3310,32767,6650,15
8.528976678848267,-9437,21324,-4030,32767,-6466,9514
8.540919780731201,-8528,19328,-4033,32767,-9559,11161
8.552889585494995,-11020,14095,-6913,32767,-11750,11153
8.564832925796509,-13224,9370,-9671,32767,-16931,17674
8.576770305633545,-10224,10928,-8667,32767,-24296,22104
8.588749170303345,-6931,16071,-7419,32767,-26500,27800
8.6006920337677,-5661,18817,-12198,32767,-29780,24992
8.612595081329346,-4597,16377,-12473,32767,-32748,24255
8.624531745910645,-3410,18005,-9298,32767,-32768,25105
8.63644528388977,-5274,20345,-8424,32767,-32725,29723
8.648387908935547,-5670,20784,-8329,32767,-32762,27214
8.66036605834961,-12296,14770,-10204,32307,-32767,26084
8.672279357910156,-14899,14482,-13366,29662,-32768,29574
8.68421721458435,-11144,15219,-14213,27020,-32768,30109
8.696157217025757,-4547,15406,-14704,25193,-32768,29311
8.70808458328247,-656,15405,-13730,23464,-32768,25023
8.72001576423645,-1013,24900,-11690,15828,-32768,20499
8.73205041885376,4157,27272,-10800,8776,-32768,16032
8.74407958984375,6699,24712,-8990,1921,-32768,2653
8.756041765213013,2791,23129,-8432,-2833,-30314,-9242
8.768026113510132,-8143,17598,-9795,-6502,-18561,-27546
8.7799654006958,-22389,13375,-12546,2590,-28615,-32554
8.79187297821045,-17898,20640,-15354,6474,-32768,-26275
8.803807973861694,-8404,21254,-17372,3576,-32753,-21894
8.815738677978516,-550,19032,-14499,-85,-32651,-18580
8.827674627304077,3119,17389,-9557,-1234,-32768,-20029
8.839606046676636,1461,16953,-8531,-1693,-32398,-23813
8.851513624191284,-16098,7214,-9695,-3764,-22877,-22641
8.863447427749634,-15823,9423,-9304,1790,-30913,-14031
8.875425100326538,-7673,15489,-5811,3550,-32768,-5564
8.887360334396362,-1918,16583,-2857,1359,-31852,-5230
8.899295568466187,-7480,14299,-1659,-2654,-22301,-1793
8.911195516586304,-18847,12801,-1322,-1723,-21220,1665
8.923131465911865,-12972,13760,217,-4081,-30212,7809
8.93510890007019,-6294,12940,827,-6209,-31179,12540
8.947047472000122,-8196,12101,1876,-7551,-22942,15606
8.958984851837158,-13148,13115,2268,-7967,-18821,19299
8.970888137817383,-9458,13731,1955,-11770,-24544,28315
8.982832908630371,-6833,11564,1867,-13143,-23062,29291
8.99478816986084,-5876,12213,2135,-12899,-20084,31003
9.006741285324097,-5491,16119,2194,-13793,-17556,32767
9.018731117248535,-3615,17074,2186,-17542,-15988,32767
9.030643939971924,-1606,14818,2872,-21108,-13362,32178
9.042589902877808,-3455,13534,3477,-25088,-3413,32767
9.054526329040527,-4466,12920,2183,-25387,-2183,32757
9.066465616226196,-761,15303,2311,-25838,-4096,32766
9.078402757644653,1036,15246,2671,-28132,175,32767
9.090425729751587,-1758,11590,3554,-30813,6731,32767
9.10236382484436,-1740,8889,4207,-29949,4111,32767
9.114298820495605,-2068,7857,4196,-28010,4629,32767
9.126229524612427,-1682,8664,3993,-25739,4234,32767
9.138164043426514,1204,12760,1728,-25888,3430,32767
9.150071620941162,3408,10872,5520,-29744,5580,32767
9.16207242012024,2527,6062,4058,-29925,13445,32767
9.174033880233765,2653,7821,4771,-29877,13984,32767
9.185991287231445,5057,9186,6046,-30743,12651,32767
9.197958946228027,9164,13670,11109,-32544,15272,32767
9.2098708152771,19078,27981,9092,-32768,28813,31741
9.221808195114136,3199,23233,-1429,-32745,32767,26322
9.23372507095337,-24299,-2287,-6542,-32768,32648,32767
9.245670080184937,-22449,-2209,303,-32768,29198,32767
9.257611513137817,-15075,-1407,-599,-32768,16421,32599
9.269519805908203,-14910,-10356,-5070,-32768,14043,32019
9.281452178955078,-20083,-20564,-6642,-32768,12239,27773
9.293388366699219,-14818,-29635,3930,-32768,-14037,21210
9.305350065231323,-6475,-26802,8537,-32768,-19786,23993
9.317288398742676,-2298,-22022,9576,-32768,-15744,21881
9.32919454574585,-5365,-16467,5021,-32768,-7888,23923
9.341133832931519,-11489,-18284,1475,-32768,-5587,20631
9.35306978225708,-17049,-29831,1418,-32744,-22196,10134
9.365005016326904,-13208,-30830,139,-29969,-31945,12787
9.376937627792358,-8855,-32441,265,-20361,-32768,9652
9.38883924484253,-6225,-25848,3404,-8965,-32666,14029
9.40076994895935,-4652,-18465,4251,-4139,-32733,14736
9.41273546218872,-4106,-23322,2807,-8033,-32003,13107
9.424745082855225,-12281,-32768,952,-925,-24148,11799
9.436689138412476,-12065,-28962,754,10506,-29929,10916
9.448693990707397,-12714,-20072,-369,11614,-32768,14898
9.460644483566284,-6827,-26404,3304,6298,-32768,1456
9.472580671310425,798,-32768,2957,8754,-32708,-5743
9.48451018333435,-156,-32629,-2492,31796,-21059,-8524
9.496541261672974,-6369,-31474,-4015,32767,-11139,-6591
9.508514404296875,-7977,-23683,-3293,32638,-11303,-1909
9.520507097244263,-5776,-22294,2733,32726,-13474,868
9.532455921173096,-9555,-27072,3251,32767,-11529,4926
9.544371843338013,-6184,-17681,-5996,32767,-30405,-1144
9.556312084197998,76,-14708,-1225,32767,-30658,-11340
9.568248748779297,-1130,-11163,-1539,32767,-23579,90
9.580240488052368,-1744,-10384,-2160,32767,-20462,5546
9.59217882156372,-53,-3671,489,32767,-19464,9266
9.604080438613892,-1715,-663,3687,32767,-25413,-10785
9.616013765335083,5157,3739,6627,32767,-32250,-3736
9.627968311309814,7886,7566,4638,32767,-32768,4413
9.639903783798218,8164,6777,1653,32767,-32702,4166
9.651833057403564,12571,7834,895,32767,-32746,2559
9.66376805305481,18112,9393,973,32767,-31486,-1477
9.675685405731201,15256,6052,4040,32767,-13845,-4989
9.687625646591187,12227,9356,5180,32767,-11086,-4705
9.699564933776855,11907,10904,5295,32767,-12376,-7018
9.71146845817566,11486,10312,6936,32767,-12887,-8336
9.723393201828003,10541,13736,9159,32767,-13959,-6224
9.735427856445312,8478,16187,7293,31607,-17467,-4647
9.74741530418396,8027,10914,3346,28406,-19740,-5064
9.759392023086548,8417,11127,2589,27806,-22676,-3993
9.771298885345459,11141,12298,4467,27648,-26168,-5237
9.783231496810913,16106,11585,3892,26517,-26987,-4520
9.795148611068726,19576,9977,-431,22218,-13148,-7466
9.807087182998657,20626,10522,2724,20443,-4418,-11804
9.819021701812744,17093,15231,3795,20269,6125,-18650
9.831042051315308,15023,20655,4236,19063,11093,-17234
9.84298324584961,14928,19827,3918,14703,13187,-15875
9.854896783828735,11878,15902,4482,11218,18033,-17859
9.866831541061401,-1557,8677,2610,5162,23833,-11829
9.878763198852539,40,6428,1817,7058,18849,-7578
9.890663862228394,2995,7919,1059,13467,16677,-11027
9.902593851089478,5460,10821,224,19308,19690,-15871
9.914527893066406,7861,13195,789,23568,26324,-19292
9.926460981369019,-434,19791,2599,21127,32767,-12280
9.938428163528442,-5051,18955,5115,15931,32650,-12577
9.950425863265991,-6433,17830,6957,13074,31243,-11962
9.962370872497559,-4548,18771,8480,13319,23593,-9651
9.97431230545044,-2837,20199,8568,13820,17494,-7594
9.986246347427368,-3893,19209,6579,8917,14741,-5547
9.99814248085022,-7320,15571,4274,6529,12186,-5820
10.010072469711304,-5678,13584,2753,7274,6427,-5161
10.022003173828125,-4052,11188,1166,9135,4439,-5394
10.033934831619263,-5845,8397,425,11794,6436,-7444
10.045850992202759,-8661,8387,1858,16294,8116,-9224
10.057759523391724,-14764,14474,5481,23305,3558,-7695
10.06969928741455,-13464,16561,4112,27009,-6525,-8842
10.081632137298584,-10996,17475,-2756,32187,-17284,-9474
10.093565940856934,-7934,18694,-6602,29057,-23996,-4502
10.105499505996704,-7525,17512,-5095,24298,-25623,-2266
10.117401361465454,-10966,26838,-717,20162,-30704,14251
10.129337549209595,-19675,24207,-6354,1554,-32768,29464
10.14131236076355,-16587,13202,-6656,-9144,-32768,25084
10.153254508972168,21845,22130,11197,-3202,-28522,21871
10.165202856063843,-10540,15034,-4846,-8323,25943,9836
10.177127361297607,9036,19362,-5569,-3005,31972,-32768
10.189066410064697,-4851,5702,-5313,-1986,32485,-25658
10.201004266738892,-13639,5788,-5879,11936,18871,-13881
10.212939739227295,-6671,9323,3116,22906,13849,-29101
10.224878072738647,-6277,13891,7115,30813,1793,-32768
10.23677682876587,3287,30464,8702,28401,-2338,-32768
10.248765230178833,-5669,10384,-1818,3940,-9323,-12287
10.260718822479248,-3908,8886,-749,7322,-17331,-9725
10.272648096084595,-2516,11559,-1721,10002,-17725,-8682
10.284578084945679,-1270,16596,-1664,12397,-15967,-4295
10.296456813812256,1215,22066,-2966,13254,-16625,3470
10.308393478393555,-1261,22076,-1614,8696,-21758,18482
10.32032561302185,-6105,18105,-128,5859,-22590,16685
10.332261562347412,-7039,17583,715,5985,-27524,14096
10.344200849533081,-4483,18685,1765,6379,-32732,16322
10.35611367225647,-2959,19932,1314,9155,-32768,10489
10.368044137954712,16960,23149,9311,15462,-29549,-9599
10.379974842071533,8871,16071,3994,15485,2660,17850
10.391908168792725,-7748,20206,-15571,28680,6170,17503
10.403841495513916,2047,32767,-17270,29683,-10142,-10051
10.415748834609985,6848,32767,-14413,2876,-6005,-3618
10.427680015563965,3536,22531,-10386,-21946,5489,-518
10.439610004425049,-3589,17530,-4051,-25258,10633,2821
10.451562643051147,-1326,24172,-2422,-22664,5496,8342
10.463504314422607,205,29479,-1761,-25726,2930,16080
10.475392580032349,1817,32767,-1995,-32180,2217,21606
10.48733139038086,2689,32694,-4234,-32768,4591,21579
10.49930191040039,-6546,20180,-10934,-32742,14892,12708
10.51127290725708,-11910,14287,-12083,-32768,11304,8390
10.523212432861328,-9601,8806,-9483,-32767,-2,9372
10.535138368606567,-122,11082,-2062,-32767,-10264,12944
10.547066926956177,6012,19195,1540,-32768,-10099,15695
10.559048175811768,-3008,11691,-4925,-32768,7699,16270
10.570992708206177,-5698,-582,-6947,-32768,7863,20688
10.58293080329895,-3382,-9029,-2922,-32768,5253,18565
10.594834804534912,-2583,-12162,2359,-32768,7424,11845
10.60677194595337,-1892,-9565,8996,-28911,7819,2749
10.618794441223145,638,15724,12388,-9432,6682,11008
10.630740880966187,-1420,13310,11228,-19796,8238,4282
10.642682075500488,-3117,7908,10052,-28300,8021,7218
10.6545889377594,-1543,7233,8796,-31717,6710,16409
10.666563510894775,1005,5862,9377,-32768,6796,16352
10.678502082824707,964,-325,10577,-32768,9500,9943
10.690432786941528,-5347,-5759,14599,-20131,12977,8244
10.702367305755615,-5679,1366,13912,-9975,8381,9953
10.714274406433105,-3775,4734,14260,-8048,2500,4724
10.726257801055908,-1621,1810,15062,-10544,-1433,977
10.738247156143188,365,-1006,15625,-9040,-2610,-1655
10.750287771224976,1144,9846,14912,-5068,-2750,3497
10.762243509292603,2006,6674,14179,-11053,-2289,377
10.77420973777771,1007,2388,14607,-15284,-509,-739
10.786147117614746,733,2026,15411,-15908,69,3423
10.798063278198242,1068,2119,15091,-16976,1099,8803
10.809999465942383,-607,-5055,15312,-15138,1064,1193
10.821933507919312,-10,-1840,16837,-8306,-1500,2888
10.833836793899536,344,3196,16997,-3979,-3320,1950
10.845770597457886,454,4218,16895,-5177,-4308,790
